row_id,pid,question,comment_clean,out_misrep,out_emo_lang,out_ideo_extrem,out_slip_slope,out_insult,out_mock_sarc,out_threat,pa_dress,pa_appear,pa_attit,pa_interact,pa_humor,pa_other,pb_sex,pb_lgbtq,pb_race,pb_origin,pb_nuero_div,pb_phys_able,pb_pol_affil,complex,constructive,reflective
1751,91474188,improved,More exciting lectures or a different way to explain things. Not many people can just sit down and understand stuff in a 30-minute lecture on big white screens with paragraphs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,23333005,strengths,the reversed classroom was really helpful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,20617634,strengths,"I think a strength of this course is the amount of material Dr. gave us to really open our perspectives of the different occurrences of the Holocaust. The films, different books and recommendations of books, requiring the book report, and the notes he gave us allowed us to see the Holocaust from multiple different perspectives.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
511,76537394,weaknesses,"Some weaknesses would be the time the class happens, this is becasue we go over the time every day we are in there so I dont think this class should be offered for the 50 min class time slots. I didn't like how cramped the time was.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1164,65778403,improved,I think it would be good to spend a little more time on psychometrics in class or post more examples on Moodle to review.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,12661740,weaknesses,The course was frustrating but for reasons out of the faculty's control.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,53399702,weaknesses,"In genearl, Med-Surg has a lot of heavy information and lots of material for each exam, and it is hard to shove in all in one's brain.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,18175559,weaknesses,The course did not give any of the appropriate knowledge needed in such an important 1L course. Most of the time it was unorganized and chaotic.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,64406032,improved,Need to dumb down research components and be better with helping student with Senior Thesis topic.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,46637931,weaknesses,"It really puts students down when the only communication we receive from our experiential office is an email telling us how unprofessional we are and how disappointed we are making ONU. I feel that at this point in rotations, if there are students who are consistently struggling with professionalism or other things, they should be reach out to individually and assisted. Speaking this way to the whole class when most of us get great feedback month after month can be really draining. Most of us are doing our best to improve professionally and make ONU look good, but it really brings down motivation when we get only negative/threatening communications and no encouragement. I understand that in the real world our bosses will probably also mostly provide criticism with little praise, because that's how the world works. I just firmly believe that if the experiential office is finding themselves continuously frustrated month after month with certain students' performances, they should begin reaching out to these students one-on-one to see what is going on and how to help them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1210,52390826,weaknesses,"It really puts students down when the only communication we receive from our experiential office is an email telling us how unprofessional we are and how disappointed we are making ONU. I feel that at this point in rotations, if there are students who are consistently struggling with professionalism or other things, they should be reach out to individually and assisted. Speaking this way to the whole class when most of us get great feedback month after month can be really draining. Most of us are doing our best to improve professionally and make ONU look good, but it really brings down motivation when we get only negative/threatening communications and no encouragement. I understand that in the real world our bosses will probably also mostly provide criticism with little praise, because that's how the world works. I just firmly believe that if the experiential office is finding themselves continuously frustrated month after month with certain students' performances, they should begin reaching out to these students one-on-one to see what is going on and how to help them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1214,16510802,weaknesses,"It really puts students down when the only communication we receive from our experiential office is an email telling us how unprofessional we are and how disappointed we are making ONU. I feel that at this point in rotations, if there are students who are consistently struggling with professionalism or other things, they should be reach out to individually and assisted. Speaking this way to the whole class when most of us get great feedback month after month can be really draining. Most of us are doing our best to improve professionally and make ONU look good, but it really brings down motivation when we get only negative/threatening communications and no encouragement. I understand that in the real world our bosses will probably also mostly provide criticism with little praise, because that's how the world works. I just firmly believe that if the experiential office is finding themselves continuously frustrated month after month with certain students' performances, they should begin reaching out to these students one-on-one to see what is going on and how to help them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,34165367,improved,"pick a book and have students rent/buy it, assign material and then talk about it in class. Teach doctrine instead of just al exeperience. Less guest speakers - they really don't add much value.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,93119049,weaknesses,"Only some of the grading on the tests/essays, it felt a little nit picky at times",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,45504207,strengths,I like that we were able to use a cheat sheet on the exam. Pop quizzes are open note.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,23946785,weaknesses,No tests given only writing assignments. I disliked the format of the class.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1907,74915586,strengths,I liked the textbook and I liked the times we did problems in class.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
917,88712255,weaknesses,Very disorganized. Don't point out the assignments very much. Did not find the lectures very effective.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1901,39735979,improved,I would definitely prefer a real book. I think it shows that Prof Bales cares about his students and wants them to succeed by providing a free book and more of a real life/interactive class experience. It’s just not great for my learning type.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1098,19972438,improved,this could be improved by having less busy homework designed to waste my time when I could be doing something more valuable.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,38180109,improved,"It feels like a lot of this material just has to do with gaining experience. So, as much as I hate to admit it, more small projects throughout the year might be beneficial. Just providing different examples of how to implement the material.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1929,53770719,weaknesses,"we basically had no book, which was tough because we often received the reading just a couple of hours before class. I never had enough time to read the material, but it didn't really matter because we barely ever discussed the cases. The topics were taught pretty sporadically without any real _flow_ from one topic to the other. It seemed pretty poorly planned and as a result almost no one was prepared for the discussions. Basically five people participated every class period and it was always drawn from al experience instead of the actual law. I feel like people came away with the impression that employment law isn't really a field of law and employers can just do whatever they want.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1648,78108212,weaknesses,"feel like I was taught through videos, the teacher never really taught the whole class, had to figure everything out on my own",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1654,47043897,weaknesses,A little bit of sink or swim learning is good but there was too much in this course,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,55767290,strengths,"Dr. . He is a super good professor who teaches effectively while making the class fun. I know I mess around a lot, but He is super good at knowing when to have fun and when to be a little goofy. His knowledge on the subject is amazing and helped us all the way through. Overall Great guy, who kept us engaged and happy the whole time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,96171532,weaknesses,I felt like Dr. was a bit slow to responding to emails.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,87849219,weaknesses,"The one and only problem I had with the class was that if you understood what the assignment was about the previous night, the lecture could get a little dull since it reinforces what you already understand. That was my only problem, however, and it wasn't detrimental to me in any way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,48275474,weaknesses,"Emails were sent out to all of our classmates that should have only been sent out to the select few who were doing poorly and were not professional on rotations. When we get emails that only offer criticism and not constructive criticism or encouragement, it is very discouraging for the people who are doing well on rotations. Although we are aware we represent ONU, we are mainly focused on enhancing our individual education and professionalism at this point. Writing emails to our class in a way that blames us for making ONU look bad and only pointing out the negative things does not make us want to do better or improve. In addition, the messages do not need to be sent out to our preceptors. I had two preceptors that told me it was very disheartening and unnecessary to send them to 1) every classmate regardless if they were doing well or not and 2) the preceptors who are only trying to focus on their students. I know that the monthly tips are designed to be helpful, but I feel like they are more of reminders. _Practice your presentations_ and _be professional_ are not tips that will help us learn or succeed. Instead tell us how exactly to fill out the PhORCAS transcript request form, or how to navigate the PhORCAS website, or give us updates on guidelines or resources to study for the NAPLEX or NPJE, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1621,72194524,weaknesses,"The weaknesses of this course are just how everything takes. Even if your group meets a couple times a week, you are still working on that project or homework for 3+ hours if you want it done right. The collaboration can also be a bad thing, even though I said it was its main strength because every group I had there was 2 maybe even 3 people who did not do hardly anything to help. Because of that, it caused us who were doing our part to spend extra time on things we shouldn't have to do. That was very hard for me because I tried to make sure everything was done and when someone doesn't do anything to help the group, then their part is not finished and I have to spend double the time that I don't have to do their part because I want a good grade.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,82611150,weaknesses,I cannot think of any course weaknesses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,11848370,weaknesses,"I think that the groupwork is great, but there seems to be nothing I can do about group members who don't do enough. I also think that the teach-yourself method is dangerous because people who don't care just wont do it and probably wont remember it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,97902039,weaknesses,"The instructor wasn't the best at teaching some of the concepts that the class strictly needed to know, especially with writing a paper. He didn't outline the Lit Review or theory section very well, and even when I read on it, the content still wasn't clear.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,63324026,improved,Give more instruction on meeting agenda and project ghant charts,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,53848421,weaknesses,"team work is a double edge sword. it has its benefits, but it is annoying to be on other peoples schedules. The grading system is also a little harsh for an entry level engineering class.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1575,73338128,weaknesses,"The course had way to many projects and experiments than a two credit hour course should have. These reports were tens of pages with tables and graphs and equations that required a lot of time spent on them if a good grade was desired. The feedback on submitted work also took forever to receive back. Feedback is really important in learning and correcting mistakes so when feedback isn't received until finals week, it is kind of pointless at that point. The powerpoints could definitely be a little better as far as the presentation of them and the delivery of them.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
697,20577957,improved,No improvements are necessary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
995,36879255,weaknesses,"Too many k's but that's not really you're fault, but I feel that distinguishing between the k's could have been made better.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,37233002,weaknesses,The capstone experience could be greatly improved. It seems like none of the professors are on the same page. Our group asked multiple professors for clarification on a topic and each professor had a different idea on how the situation should be handled. We ended up losing points because a different professor thought we didn't address the problem. The whole project has been unclear and our advisor has been extremely unhelpful. When approaching our advisor with questions they often don't provide us with answers or help in any form and has ignored our emails on several occasions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
193,43678776,weaknesses,The class itÂ’s self is not very interactive and sometimes classes take too due to unneeded repetitiveness and rambling. Also does not explain what he specifically wants in his writing assignments and causes students to complete assignments that exceed too much of an expectation. If he could explain what he wants in the writing assignments better and how to actually write the assignments that he grades based off of how you write it. Not based off of how he wants you to write it. Then the course would be better. Had to ask for course notes that shouldÂ’ve been provided because it had content that pertained to one of our papers that was 5% of our grade. His views can be a little subjective to how sees certain topics.Â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,76248977,weaknesses,The class often got off topic and many metaphors devolved into tangents that took away from the lessons. This is both the fault of the students and the professor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
280,53819168,improved,"If this course could be divided into different professionals, that would be good. For example, I am an engineer, and I don't really care about what doctors or physicians should do because I would never be in that situation. I understand that it is to make students well rounded, but when we don't care, we don't learn as much. So, it might be better if we get taught something that is more useful or interesting, then we might learn more or even remember it. When I learn something that I don't care too much about, I am doing assignments just to finish it and not to learn something from it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,95942012,weaknesses,"Labs were awkward at the beginning of the semester because you don't always know the people you're working with and it sometimes felt like you could never get the right answer that Dr. wanted you to. I did not like how grades were not posted to Moodle, it made it difficult to figure out where you stood in the class and how you were doing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,66420654,weaknesses,"The material after the second exam is very difficult and felt like it was rushed. Once I understood it, it became more tolerable but still very difficult.Â",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1348,93555376,strengths,I got a multimeter!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,63333396,weaknesses,"Chapters felt very unequal and some rushed. We took so talking about gender then just like a week or two on others. I think this class doesn't work well in the 75 minute format, it feels like the class just drags on for most of it and its hard to pay attention about one reading topic for the entire period. I disliked the Q/Q discussion posts, they felt like just everyone regurgitating the same information just to get something done, I never felt like I got more from a topic after doing it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,64241565,strengths,It accomplishes its mission of getting certain processes and ideas into our heads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,74799341,weaknesses,"The only negative I have for this course is how the class was. For the type of course it was, I feel that it would've been better in a 50 minute class time.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,17515605,strengths,"I enjoyed showing up to the course, it felt fun and like an open room",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,79971464,improved,Spend more time on country music,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952,89820101,weaknesses,I dislike the TME's that us students had to do.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,77530994,weaknesses,I have nothing to say here!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,54689742,weaknesses,Intentionally confusing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,61632088,weaknesses,There are times Socratic method is ineffective for teaching federal tax.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,95771636,improved,Grade easier.Â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,98352083,weaknesses,I did not like how the paper's were based off the prompt that was given. I felt like I always had to add fluff to my paper to just make sure I hit the page length even though I felt that I covered the prompt well in my paper.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,70798035,improved,"If anything, I wish we learned less about Infants and more about young children.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1187,75182533,improved,More in depth rubric for the final project.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,94278153,weaknesses,"Dr. has a tendency to ramble during his lectures, which takes the course off-track. He can also occasionally be inarticulate or vague about the topics of his discussions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,32572561,improved,I think that you should have some virtual concerts to watch so you can watch them on your own time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,21875285,weaknesses,"I think lectures were often and boring and hard to follow, the guided notes helped with this.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,22669469,weaknesses,No weaknessesÂ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,19893500,improved,This course could be improved if covid was not here; this would allow for more in interaction and better understanding of content.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,53083282,improved,Explain how you want us to complete the writing assignments to get a 100% because your leaving out information for us to do the assignment to its fullest potential. Such as how you would like us to write from a philosophical point of view. Â Provide all course notes to students that you go over in class so that they can understand the information better from your perspective.Â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,33097327,improved,"DonÂ’t overlap different sites when working in them, it gets confusing.Â",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
888,67783824,strengths,"the professor, the spot lectures.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,93154259,weaknesses,"I ally did not like the online book, and how the class was so different than other classes. It was hard to grasp, and didn’t feel like we really got into the class. But when I look back I have notes and realize I have learned stuff. It’s just really difficult to grasp and the online book makes things more confusing.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,38810251,strengths,Nothing was effective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,42411840,weaknesses,I disliked the limited time given for some er assignments.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,30499043,weaknesses,some instructions aren't clear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,39255094,weaknesses,It became very disorganized at time with assignments and such.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,12817933,weaknesses,disliked how little time we spent covering each chapter; felt very fast passed without really determining what the law was,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,31831337,weaknesses,"The weakness of this course was fundamentally divided into two parts that interlink: organization and applied skills. The outcomes of this course were confused to say the least. At many times it felt like a refresher of research methods. That in itself is not an entirely bad thing as a refresher of the skills discussed are useful for the purposes of writing a thesis. However, the application of these lessons felt lacking. Aside from being asked to submit work for our thesis we never really had the opportunity to work on them. The class felt that we were supposed to just absorb what we were being told and tact it onto our thesis. This left the class feeling more like research methods than an actual introduction to thesis writing. For those of us (most of the class) who already took reserach methods we really did not gain anything. Another weakness was the class was structured far more as a research methods class rather than a thesis. It felt that theory areas (often important for political science) were largely ignored in favor of purely quantitative work. It felt as though little attention was given to the wider design tools of a thesis. Another problem is that the professor often can come across as usurping student papers to transform it to their preferences against the wishes of the student.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1711,94451714,improved,"There are a lot of ways this course can be improved. First off, actually show us how to use the Arduino Kit. It was just handed to us with an instruction packet and we are expected to now know how to program and understand how everything works. I also feel like everyday we were doing something that wasn't really useful. For example, the concrete lab, water filter lab, and the croquet ball lab that was just kinda of random. Also, AutioCAD we just used it for one week and thats it. A with OnShape, we were just given the program with a short one class tutorial about how to use it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1874,34132569,weaknesses,"I have three things: 1) Professor likes to make connections with other topics, which is lovely, but I think he assumes legal educations are more standardized than they are in practice. For example, one time he was trying to connect with a Civil Procedure principle that we were taught as _domicile,_ but he was looking for a different word (I don't remember much), so it looked like we just didn't know. Also, sometimes you forget things and then relearn them for the bar, and that's okay. I think the connection is good, but the expectations involved could be more flexible. 2) I really appreciate that Professor Baez tries to foster discussion, but I think sometimes he gets dissapointed if we don't come up with a bunch of different answers (like, recently we've been covering amortization and like-kind exchanges with number answers, and he'll want to put a bunch of numbers on the board, but we only come up with 2 or 3, and one of them is typically right, so I think he doesn't need to push so hard to get a diversity of answers. Although, teaching a class without a lot of response from students is also difficult). 3) Also, Professor Baez sometimes makes a mistake that I feel like is common with well-organized professors who rely on lots of class back-and-forth: Sometimes he's looking for an answer, and so he doesn't hear the student's whole answer, or quite register what they said. So, like, if he's looking for an answer but wants to talk about it one step at a time, but a student gives the full answer right away, he might latch on to the part he was looking for or recognizes first, and ask the student the next part. The student then assumes that part of what they said was wrong and has to search for another answer, and it feels awkward. But I guess I don't know how avoidable that really is, and its definitely not the end of the world.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
207,87614155,weaknesses,"The professor is easily distracted. Mention Dune or video games and he can go off on a tangent, but this extends to the class's topics as well so it's likely just a thing that he actually deals with rather well.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,38073995,improved,Maybe focus more on specific lessons instead of quickly moving through them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,33753927,weaknesses,out of date teaching. Moodle was used maybe two times all semester everything else was shown in class or turned in by hand. lectures were boring and off topic a lot. If you want to succeed in the class you HAVE to go to tutoring. A lot of information on tests wasn't discussed in class so we were just expected to know random things. was not given enough time to finish tests that had multiple parts including essays and short answers.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,12240656,weaknesses,No weaknesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,38330659,weaknesses,No weaknesses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,56838137,weaknesses,"I feel that tracking my time was useful at first, but became a daunting task that was not as usefull. I feel like this should be something that we do for a week or two.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,12769949,weaknesses,I think the weakness of the course is just how much of a load we are given. It kind of makes us feel like we don't want to do this work anymore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,98253629,strengths,Open discussion style of class was effective,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,45805718,weaknesses,Exams hard. Quizzes over information we really haven't learned. Very advanced for a Gen Ed class. Some lectures were off-topic and irrelevant,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,28636763,weaknesses,I donÂ’t see any weekness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,27421787,improved,"I think a lot of this was covered above, but the class seems to be inconsistent and wishy washy with who its target audience is. Is this for beginners who are brand new to the topics (as the CAD and Excel units were covered), or is it for those who already have experience (as it seemed the Arduino unit was covered). Even if EVERY unit was covered like Arduino, in a self-paced, _ask questions when you need to_ style, that would still be preferable to being half-and-half, because at least students would know what to expect. Pick a side. Decide who your target audience is, and stick with it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,61980883,improved,"I would highly suggest that students taking this course in the future to do plenty of practice problems. It's easy to think you know a drug, but when you see it in a question on exam your mind may go blank. If the nuts and bolts are helpful for some students, I would encourage them to study those but put an emphasis on going through the practice problems in the book.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,13945343,weaknesses,The memo reports seemed like a little overkill for the content we learned. Maybe we could try to do a 2-page abstract for one or two of the reports rather than a full report.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,36761440,weaknesses,"I loved many things about this class, but the one major thing I did not like was how weird some of the grading was. I understand that their needs to be standards for what is turned in, but I feel like some of the assignments were too harsh for what they were. The greatest examples being the essay draft for review and the travel journal. These type of assignments strike me as completion grades so as it is clear they tried. I put al information into that journal, but I was graded based on if I was thinking enough towards a few specific lines of thought. Also, if the point of a draft is for advice, then why were we graded for it when it clearly was not our best work or final product?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,23864341,strengths,I enjoyed that the majority of the class was hands on and not sitting and listening to a lecture everyday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1161,52758874,improved,"For doing the in class exercises, I think it would be nice if you played music or something for background noise so it is not so quiet and awkward. Maybe try to make an equation sheet that has everything that you would need for the course, and then we can just use the equations that we need for the unit that we are in, that way we only have one that we need to keep track of.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1550,19841630,weaknesses,"I disliked some aspects of the group projects. I do not fault Dr. for it since it isn't her fault, but having the majority of the class grade being dependent on the participation of all group members isn't good in my opinion. I understand that one of the objectives is how to work in a team and communicate, but having your grade be dependent on other student isn't something I agree with. This ultimately makes the other students need to pick up the slack of those who do not help. In a real life situation, people get fired for not doing their job and I believe those same principles should apply. In the entrepreneurship, you can remove group members who do not contribute. I believe that having that ability in the groups or giving some sort of punishment to those who do not contribute while not punishing those who do contribute would go a ways.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1894,54544509,improved,"Course is probably best served by starting from the beginning, subject matter jurisdiction method. All the fall starters heard all semester was how the summer starters learned CivPro and criticized how we were learning it. That created an unfair evaluation of the course from the start and which never improved. What became clear to most of us in class is that Professor Bales was a last minute pick to teach the course in the absence of Dallas Flake as no one else wanted or was qualified to teach it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,84738579,improved,"The problems are inherent with the material of the class, there would have to be a more advanced class for those already adept at the materialÂ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,60105321,improved,"My only suggestion for this course would be the inclusion of lecture or example slides to help better construct my notes, we would jump back and forth from topic to topic and I think if I had more of a reference point my notes wouldn't be as jumpy.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1585,41512804,weaknesses,The weaknesses of the course were that the in class activities sometimes were crammed into the last bit of class because there would be a er lecture than the professor would try to fit it in with only 30 minute sleft in class. What I did not like about this class is that is a 2 credit hour class but the workload it comes with is easily more than most 3 credit hour classes and the lectures weren't really effective in learning the material and the project done in the class was extremely time consuming with not much effect in the feedback given or at times trying to read the feedback given wasn't legible.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,84061415,improved,I would say to have one presentation be a bit more formal (Dress attire) just to get a feel for it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,68574071,weaknesses,the unclear instructions of assignments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,32085084,weaknesses,I really can't think of any weaknesses right now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,38112939,weaknesses,The weakness of the class was that it could have prepared us better for the conference in a social tone. It did well to prepare us on paper but not in the field which could be done better through in class activities.Â,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,81313110,improved,I wish he would choose a nursing book or some other healthcare profession which doesn't immediately start out with a bad image of the profession.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,33526313,weaknesses,Not having feedback from the last report before the deadline of the next report was really frustrating. I want to know what I did wrong to fix it next time.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
443,46491216,strengths,I think how open ended the course is is a strength that I really like it leaves a lot of the discussion to the students and not just a professor talking to a brick wall of students.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1155,55244823,improved,I think running the jet lab would have been nicer and more interesting than running it for 20 seconds.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,78722227,weaknesses,I do not have any weaknesses.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
