"row_id","pid","question","comment_clean","out_misrep","out_emo_lang","out_ideo_extrem","out_slip_slope","out_insult","out_mock_sarc","out_threat","pa_dress","pa_appear","pa_attit","pa_interact","pa_humor","pa_other","pb_sex","pb_lgbtq","pb_race","pb_origin","pb_nuero_div","pb_phys_able","pb_pol_affil","complex","constructive","reflective","total_toxicity","TOXICITY","SEVERE_TOXICITY","INSULT","TOXICITY2"
7,11380775,"strengths","The strength was definitely the professor because without the professor explaining everything so well, I wouldn't have understood anything. I really enjoyed the ality that the professor gave off, everyone was in a good mood every time the professor talked. The book that we used was definitely the most effective for me because it really taught me how to do citations and taught me new things.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009990019,0.0006723404,0.0074368757,0.0106623594
885,89073448,"strengths","I liked how the equations that were needed were posted in the power points and in the example problems we did.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013005874,0.00088214874,0.0077028773,0.01388802274
1782,39568425,"improved","Have it in a different class room.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028856417,0.0012159348,0.011882903,0.0300723518
1647,71394827,"weaknesses","Its easy to get behind",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11150667,0.004749298,0.017872108,0.116255968
72,84736150,"strengths","This course is very well organized and flowed really well throughout the semester. The information was comprehensible and presented in a good way. I believe this course was designed well and I enjoyed all of it. Teaching methods were very effective because they were consistent and reliable. I loved working in groups and conducting our own studies.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816794,0.0008678436,0.006714871,0.0090357836
1833,23156857,"improved","Make due dates or more strict deadlines for some big parts of tier one so all of the projects and quizzes after tier one do not have to be rushed through. Side note: Dr. Lawrence is not an _*******_, just brutally honest to students who have not put in a passing-grade effort. * Inappropriate words were found and removed from this response.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112436704,0.0036811829,0.033901088,0.1161178869
1624,10562520,"weaknesses","The course felt sporadic and choppy. The work load was a lot more than I expected and felt meaningless. Â Â",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07845957,0.0016117096,0.030044744,0.0800712796
546,94278153,"weaknesses","Dr. has a tendency to ramble during his lectures, which takes the course off-track. He can also occasionally be inarticulate or vague about the topics of his discussions.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03734144,0.0008201599,0.020643732,0.0381615999
1447,23414014,"strengths","The way Dr. taught the material was beneficial. I liked that he did not rely on powerpoints and instead wrote all the notes we needed on the board. This made it easier for me to learn the material and I was more engaged in the course material.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068799187,0.00047683716,0.006838372,0.00735675586
731,67493746,"weaknesses","I can't think of any weaknesses in the course.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024849601,0.0011920929,0.009906891,0.0260416939
490,20274488,"weaknesses","ally, I don't think the nuts and bolts were helpful for me in preparing for exams. I first started out in the course completing the nuts and bolts to study for exams and I would not score very well, feeling like the way I was studying was not efficient. The way I was able to score well on exams in this course and really learn the material was re-writing the notes on the power points and doing tons of practice problems that I found on quizlet, the end of the chapters in the book, or from ATI.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017215505,0.0007677078,0.009545889,0.0179832128
1170,55544013,"improved","More speakers. They really helped.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012503231,0.00091552734,0.008272881,0.01341875834
1932,34165367,"improved","pick a book and have students rent/buy it, assign material and then talk about it in class. Teach doctrine instead of just al exeperience. Less guest speakers - they really don't add much value.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043646812,0.0007247925,0.022448512,0.0443716045
1976,80658804,"instructor","Liked doing PollEv questions and having explanations after rather than just having a typical lecture.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201057,0.0006198883,0.010932897,0.0207255883
1934,89695060,"strengths","Professor Baez is knowledgeable and organized, and clearly thinks about how to communicate the content in interesting and accessible ways.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008482091,0.00066280365,0.0069713728,0.00914489465
933,55902017,"weaknesses","The homework in this class were graded very hard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025085296,0.0013065338,0.011274899,0.0263918298
1281,60163982,"weaknesses","This course was a study hall. Nothing in this course felt applicable for where we are right now. This class felt like a last minute requirement, not even having a primary instructor due to other priority classes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01834645,0.000667572,0.010552894,0.019014022
1235,63073105,"strengths","I loved paddleton, brain on fire, to the bone, and the theory of everything",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13041082,0.0059509277,0.031256735,0.1363617477
166,10036565,"weaknesses","I dislike the downtime in lab but I'm not complaining about it because I just do homework.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031213367,0.0011444092,0.012300906,0.0323577762
1892,80794992,"weaknesses","Course felt it was put together last minute, too many outside speakers brought in, really feel underprepared for exams because it seems he was informed last minute that he will be teaching the class and didn't have time to put together a solid course plan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016964182,0.00077724457,0.009526889,0.01774142657
1919,15759619,"strengths","The handout problems really helped and going over them in class. The kahoot was also helpful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016587202,0.0010061264,0.009298887,0.0175933284
1533,31726851,"weaknesses","The weaknesses were that there wasn't enough time to complete some of the milestones. I feel there should be less time given for milestone one and more to two and three.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02107848,0.0011205673,0.009279887,0.0221990473
1384,45624998,"strengths","I found the in class activities to be extremely effective, my skills in LabView and Arduino were sharped significantly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022256956,0.0020313263,0.009146886,0.0242882823
1769,15381587,"improved","The instructor should try and outsource some of his work. It seemed at times he had too much on his plate and was slow in getting necessary information out.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024967449,0.0005173683,0.015264924,0.0254848173
1672,52854921,"improved","Incorporate the design manual more into the curriculum so we can apply concepts we learn while giving it more purpose. Trim down the time frame of M1 so that the crunch happens sooner, this way we can learn the consequences of not managing our time, and use it to spend er on M3 with more high quality results.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012566062,0.00074386597,0.007949878,0.01330992797
1656,41233812,"weaknesses","although i liked the figure it out yourself sometimes it was hard to grasp a specific concept in time before taking the tests at the end of the week in addition i think there was slightly more material then we can cover in this course from the weekly ICAs to the tests at the end of the week and over arching nacb project it doesn't seem like a lot but it stacks up quick and can lead to lots of negligence on some items when trying to take care of others especially when struggling on 1 or more of the items for the week.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027206551,0.0009822845,0.015872927,0.0281888355
1684,21053216,"improved","Nothing I can think of currently.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016712861,0.0009918213,0.008291881,0.0177046823
